_id,name,firstName,lastName,email,password,phone,role,city,state,status,organizationName,organizationType,vehicleType,createdAt
a6ca14f81606d5bd15bb6901,Rohit Rasheed,Rohit,Rasheed,rohit@iskconfoodrelief.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7418277943,ngo,Davanagere,Karnataka,active,Iskcon Food Relief,ngo,,2025-11-12T16:50:22.452Z
20c888892262b8d3eaac4864,Anjali Rasheed,Anjali,Rasheed,anjali@infosysfoundation.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8568726382,ngo,Shimoga,Karnataka,active,Infosys Foundation,ngo,,2025-11-07T15:43:50.875Z
959ca5c0337bf46dc1fe18d2,Prasad Iyer,Prasad,Iyer,prasad@wiprocares.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8083954290,ngo,Udupi,Karnataka,active,Wipro Cares,ngo,,2025-11-15T03:55:56.286Z
7d27e8062de9ae0bcb14d7ab,Rekha Sharma,Rekha,Sharma,rekha@nofoodwastebangalore.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8986011262,ngo,Gulbarga,Karnataka,active,No Food Waste Bangalore,ngo,,2025-12-24T03:50:25.734Z
398b9f6084af42e571e303c1,Vinay Menon,Vinay,Menon,vinay@rotibankkarnataka.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8079944013,ngo,Raichur,Karnataka,active,Roti Bank Karnataka,ngo,,2026-01-19T08:11:38.945Z
0d36db5bd39fbe8e225b89f1,Shilpa Acharya,Shilpa,Acharya,shilpa@foodforalltrust.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8545482541,ngo,Bangalore,Karnataka,active,Food For All Trust,ngo,,2025-12-19T13:03:31.029Z
4bf3b3b05e5afde576fb66ad,Mohan Shenoy,Mohan,Shenoy,mohan@bangalorebaptisthospitalkitchen.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8238208586,ngo,Mysore,Karnataka,active,Bangalore Baptist Hospital Kitchen,ngo,,2025-12-18T16:01:39.969Z
edbb5d00a928ee7a72276a3d,Geeta Devi,Geeta,Devi,geeta@sevacafebangalore.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7951448023,ngo,Hubli,Karnataka,active,Seva Cafe Bangalore,ngo,,2025-12-26T22:58:44.257Z
ea597221d2015802ab98757f,Anil Amin,Anil,Amin,anil@nammaoorufoundation.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9267696642,ngo,Mangalore,Karnataka,active,Namma Ooru Foundation,ngo,,2025-11-07T00:58:34.958Z
24dca00547f82843a086a63c,Sunita Joshi,Sunita,Joshi,sunita@helpageindiakarnataka.org,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9848361261,ngo,Belgaum,Karnataka,active,HelpAge India Karnataka,ngo,,2025-12-27T00:10:50.991Z
adc61879d888fdcddfd1c29e,Ravi Rao,Ravi,Rao,ravi.rao0@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9299569761,volunteer,Bangalore,Karnataka,active,,,motorcycle,2025-11-20T19:18:55.258Z
daadf8ce8978a2285c7d0790,Bhavna Iyer,Bhavna,Iyer,bhavna.iyer1@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9226526922,volunteer,Mysore,Karnataka,active,,,auto-rickshaw,2025-12-20T02:55:34.518Z
971fcc88a9e93eb6f9197b62,Kishore Naidu,Kishore,Naidu,kishore.naidu2@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7176490148,volunteer,Hubli,Karnataka,active,,,bicycle,2025-12-10T03:15:30.204Z
f39098d8a8e5624b73c72da0,Padma Swamy,Padma,Swamy,padma.swamy3@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8147265083,volunteer,Mangalore,Karnataka,active,,,bicycle,2025-11-14T17:25:32.665Z
42c44e7a405aa5347cbb400c,Santosh Shenoy,Santosh,Shenoy,santosh.shenoy4@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8502581408,volunteer,Belgaum,Karnataka,active,,,bicycle,2025-12-09T21:28:54.198Z
04153986e3940efd1dd085af,Suma Kumar,Suma,Kumar,suma.kumar5@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7468354890,volunteer,Davanagere,Karnataka,active,,,motorcycle,2025-10-06T10:11:46.305Z
bf1fe175a0ef9f56b715e988,Venkat Kudva,Venkat,Kudva,venkat.kudva6@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9402924874,volunteer,Shimoga,Karnataka,active,,,auto-rickshaw,2025-12-20T12:48:02.115Z
6dd6f81fe0369535baedf4b6,Lata Naidu,Lata,Naidu,lata.naidu7@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9900307246,volunteer,Udupi,Karnataka,active,,,motorcycle,2025-12-26T09:29:28.266Z
39d85ae3b91cb2f4662da4fd,Mahesh Pai,Mahesh,Pai,mahesh.pai8@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7353545496,volunteer,Gulbarga,Karnataka,active,,,motorcycle,2026-01-08T19:50:03.901Z
d966c10ae11aed045169ab41,Usha Patel,Usha,Patel,usha.patel9@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8151140772,volunteer,Raichur,Karnataka,active,,,motorcycle,2025-11-20T09:18:31.469Z
6fc8a94356af32897a611d62,Praveen Bhat,Praveen,Bhat,praveen.bhat10@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9840349740,volunteer,Bangalore,Karnataka,active,,,bicycle,2025-12-29T18:51:26.324Z
7497e297dd56bf0fb95d3daf,Savita Gowda,Savita,Gowda,savita.gowda11@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8298102629,volunteer,Mysore,Karnataka,active,,,car,2025-10-10T16:03:50.072Z
5154aa39e76765fa519a8367,Girish Verma,Girish,Verma,girish.verma12@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7981417340,volunteer,Hubli,Karnataka,active,,,van,2025-12-27T15:52:21.696Z
f83839f2aa075ba75f8bbcae,Jyothi Kulkarni,Jyothi,Kulkarni,jyothi.kulkarni13@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8543800193,volunteer,Mangalore,Karnataka,active,,,motorcycle,2026-01-15T13:53:05.122Z
89673d26f66ce9bad82a5d08,Ashok Kumar,Ashok,Kumar,ashok.kumar14@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9119310926,volunteer,Belgaum,Karnataka,active,,,van,2025-12-29T14:07:15.192Z
f22439cd039f37f72017869c,Mangala Kumar,Mangala,Kumar,mangala.kumar15@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9647157665,volunteer,Davanagere,Karnataka,active,,,auto-rickshaw,2026-01-02T00:14:00.002Z
7454a5d5aa6ae7be22a26df6,Satish Kamath,Satish,Kamath,satish.kamath16@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9792243103,volunteer,Shimoga,Karnataka,active,,,van,2026-01-12T09:54:47.379Z
c302ee97df6cd1e4168e3266,Aruna Patel,Aruna,Patel,aruna.patel17@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8349147283,volunteer,Udupi,Karnataka,active,,,bicycle,2025-11-13T20:13:27.018Z
210e2119bbde22816907aafe,Dinesh Verma,Dinesh,Verma,dinesh.verma18@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9579224959,volunteer,Gulbarga,Karnataka,active,,,van,2026-01-18T22:32:45.569Z
d26845e77bab2f7e26e7b1a3,Vasudha Kamath,Vasudha,Kamath,vasudha.kamath19@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7144697351,volunteer,Raichur,Karnataka,active,,,bicycle,2025-12-26T21:12:43.732Z
2f4fcb1a9936258e3a3cad5f,Nagaraj Swamy,Nagaraj,Swamy,nagaraj.swamy20@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7353048869,volunteer,Bangalore,Karnataka,active,,,bicycle,2025-12-22T01:36:24.736Z
827d689efe2a618b3cd9a9d6,Shobha Kudva,Shobha,Kudva,shobha.kudva21@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 8711083070,volunteer,Mysore,Karnataka,active,,,bicycle,2026-01-19T13:17:56.031Z
ef2685b6ccea74f6152e5ea2,Murali Pai,Murali,Pai,murali.pai22@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 9061037689,volunteer,Hubli,Karnataka,active,,,car,2025-11-23T08:56:00.991Z
35066f8689d11fd8c31f9d98,Pushpa Kudva,Pushpa,Kudva,pushpa.kudva23@gmail.com,$2b$12$FtA3iiAD1KlpTgbftVdabeUoNxRfjKKBd5gfDPTjDBAyigqzG5hgS,+91 7462994927,volunteer,Mangalore,Karnataka,active,,,car,2025-12-17T09:09:05.173Z
