_id,userId,name,email,phone,vehicleType,city,isAvailable,completedPickups,rating,createdAt
2fde29d4a6f16da6ad67f68b,7454a5d5aa6ae7be22a26df6,Satish Kamath,satish.kamath16@gmail.com,+91 9792243103,van,Shimoga,true,52,4.4,2026-01-09T04:52:22.617Z
8f0f55c94b3fe1ddbed49b57,c302ee97df6cd1e4168e3266,Aruna Patel,aruna.patel17@gmail.com,+91 8349147283,bicycle,Udupi,true,31,4.9,2025-12-22T15:46:43.427Z
485da5a163aa0e9a8bd482d4,210e2119bbde22816907aafe,Dinesh Verma,dinesh.verma18@gmail.com,+91 9579224959,van,Gulbarga,true,19,4.7,2025-12-17T21:28:26.091Z
a490aeb54dbc66136d0d188f,d26845e77bab2f7e26e7b1a3,Vasudha Kamath,vasudha.kamath19@gmail.com,+91 7144697351,bicycle,Raichur,true,17,4.6,2025-12-09T07:10:55.161Z
dfde3c5d9782e0cdc082f015,2f4fcb1a9936258e3a3cad5f,Nagaraj Swamy,nagaraj.swamy20@gmail.com,+91 7353048869,bicycle,Bangalore,true,33,4.2,2025-12-26T19:08:41.045Z
a7bf3b356bb6be05db325c5a,827d689efe2a618b3cd9a9d6,Shobha Kudva,shobha.kudva21@gmail.com,+91 8711083070,bicycle,Mysore,true,34,4.2,2025-12-21T14:22:11.796Z
21c4e948a3b1eeefecbea03c,ef2685b6ccea74f6152e5ea2,Murali Pai,murali.pai22@gmail.com,+91 9061037689,car,Hubli,true,42,4.4,2025-12-12T14:43:35.885Z
ce3ae86522310cf3d5c0fc0d,35066f8689d11fd8c31f9d98,Pushpa Kudva,pushpa.kudva23@gmail.com,+91 7462994927,car,Mangalore,true,35,4.7,2025-12-31T23:53:11.340Z
b1cbe6e872d09377f6290625,c28e61abbe5bb696df488bba,Lakshmi Iyer,lakshmi.vol24@gmail.com,+91 9327911360,auto-rickshaw,Bangalore,false,20,3.7,2026-03-21T20:11:48.418Z
8fc2e0dc80c4e5572de0ca42,ae41f975f39ed1e2a4f71a85,Ashok Hegde,ashok.vol25@gmail.com,+91 9172363992,car,Belgaum,true,20,4.6,2026-01-30T20:23:09.786Z
d876e6c3c91ec7f4255b24a0,71bedf4fee91ce7a6183ebed,Suma Rasheed,suma.vol26@gmail.com,+91 8152690495,van,Mangalore,true,3,4.6,2026-04-02T22:30:24.054Z
c6442e69f6519d46313c388c,503ca20e35a9ae9c8f8a1908,Arun Shenoy,arun.vol27@gmail.com,+91 8166853534,auto-rickshaw,Hubli,true,11,4.6,2026-03-14T05:03:15.260Z
79c27e92936663e8df39aeea,ff058bfe6fd0c13d4156f04a,Prasad Mallya,prasad.vol28@gmail.com,+91 7955371536,van,Gulbarga,true,3,4.3,2026-03-05T17:32:58.175Z
a3040b3b007bb7884f892c59,65e3f7dfd7b8cd8b864230cc,Nagaraj Shetty,nagaraj.vol29@gmail.com,+91 8407995756,auto-rickshaw,Hubli,false,4,4.4,2026-04-21T06:37:55.737Z
f59ff0282660a171532dd807,894e92f561d67a4430a4e8cf,Shilpa Naidu,shilpa.vol30@gmail.com,+91 8999526736,motorcycle,Udupi,true,2,4.8,2026-01-19T11:56:42.133Z
6e9ca303110b4d4cdd57ab2b,9b7cbcf0e1cf5ea13a77b8d3,Sneha Hegde,sneha.vol31@gmail.com,+91 7454539081,car,Belgaum,false,18,4.6,2026-01-18T14:44:06.593Z
1c3d57691008862766383de1,9d5fbda0b11c56f641fe856c,Vinay Kamath,vinay.vol32@gmail.com,+91 7609588436,van,Hubli,false,19,4.6,2026-03-21T00:29:58.200Z
1506a5d7b67ce096e556204f,93d66707bd76393d76f1b097,Ramesh Shenoy,ramesh.vol33@gmail.com,+91 8930612607,auto-rickshaw,Belgaum,false,24,3.6,2026-04-27T11:08:36.461Z
af3b56f4448930e7806430e1,6819a20d4533008451e50108,Lakshmi Kudva,lakshmi.vol34@gmail.com,+91 8291006764,van,Bangalore,false,29,4.9,2026-05-02T01:10:18.789Z
fedae453ed1bc8cf01202b8e,bcc9c79b98e66ab80caac145,Sanjay Reddy,sanjay.vol35@gmail.com,+91 8709186412,auto-rickshaw,Bangalore,false,3,4.2,2026-02-07T14:15:26.738Z
83c05cbd5542b725d7dffaf5,850f62463ae34bfedbd4bfab,Kavita Pai,kavita.vol36@gmail.com,+91 7784698608,van,Gulbarga,false,2,4.5,2026-04-21T15:43:46.123Z
4be8ee931a0bb5fd3e1ddf9b,fb71c50e5df81e76af5fde94,Mohan Shenoy,mohan.vol37@gmail.com,+91 9008911161,car,Udupi,true,11,4.6,2026-04-25T22:23:47.439Z
d6d0bb245f8fa5e57ae14530,59e7632bed73d7a95f8ff85a,Rekha Bhat,rekha.vol38@gmail.com,+91 8915124381,bicycle,Mysore,true,28,3.8,2026-01-07T11:08:04.513Z
7150e19bfdede3de3cafa563,7a208cc61071e13dd8b60366,Santosh Reddy,santosh.vol39@gmail.com,+91 9836340749,car,Belgaum,true,1,4.3,2026-01-25T22:30:38.348Z
0578d0bd80378b27d35d1a9c,0acb82956f02889660af4041,Rohit Reddy,rohit.vol40@gmail.com,+91 9907187971,bicycle,Hubli,true,26,3.8,2026-01-06T06:02:40.673Z
10372a97cfebae28a296bc87,d5f0d082d108299b4ddeb79d,Nagaraj Devi,nagaraj.vol41@gmail.com,+91 8038140989,motorcycle,Davanagere,true,7,4.6,2026-02-20T04:40:41.146Z
4c32a61e32d07f7382985901,1ef83ca3acbd6aa79a8b7d5d,Suma Kamath,suma.vol42@gmail.com,+91 7041672888,van,Belgaum,false,28,4.5,2026-03-06T09:28:25.202Z
b737cce71b8c749799eb1623,695bf80c25f890d88e65e62c,Usha Kulkarni,usha.vol43@gmail.com,+91 9593433181,motorcycle,Belgaum,true,10,4.8,2026-01-18T07:43:07.802Z
72d177e489339955e474c6ba,ddea5f61cf099a4687ae86ac,Priya Mallya,priya.vol44@gmail.com,+91 7973249124,van,Belgaum,true,11,4.4,2026-04-10T05:15:08.852Z
b8a1b0c24d515088fb9f65cc,c56ed687d9e3c51fcb6d5c4b,Meenakshi Devi,meenakshi.vol45@gmail.com,+91 9577047903,auto-rickshaw,Shimoga,false,7,4.8,2026-02-24T14:51:13.778Z
395590e519175639832581d3,6083bff391d3f1a3ced2f3e8,Harish Joshi,harish.vol46@gmail.com,+91 9434910225,car,Gulbarga,true,18,4.7,2026-01-25T01:06:36.491Z
d081259a8d7abbac4a7304aa,9187d0b72b7138e08a28f545,Sneha Nair,sneha.vol47@gmail.com,+91 9492625223,motorcycle,Davanagere,true,12,4.5,2026-03-25T09:35:23.433Z
5d333075a9fb54044e8b4ad7,1b477bc3d6bd5aed2c22d324,Santosh Kamath,santosh.vol48@gmail.com,+91 9513886007,motorcycle,Gulbarga,true,13,3.6,2026-02-16T22:57:43.848Z
dd16ee2f877fa2297abeb3a7,bfacc4d92a81e8f28ed08e54,Vasudha Kulkarni,vasudha.vol49@gmail.com,+91 8442683839,auto-rickshaw,Belgaum,false,20,4.9,2026-04-24T05:33:13.525Z
6dd8b3288575a2b1f0267081,24b937e6ef95bc6ffe538b22,Lakshmi Prasad,lakshmi.vol50@gmail.com,+91 9701089022,bicycle,Mysore,true,22,3.7,2026-02-22T21:40:42.360Z
2860ab94d19faf2d71c42b48,77b80e97034e3c4909c1075d,Jyothi Amin,jyothi.vol51@gmail.com,+91 9998845601,van,Mysore,false,20,4.4,2026-01-17T06:33:30.498Z
1f570ce4162b99326736aee7,11d24c9a2d0d8628b6bf0a8d,Harish Sharma,harish.vol52@gmail.com,+91 9424717103,car,Shimoga,false,29,4.9,2026-04-27T14:29:29.320Z
2364c1102f607a104309a2aa,fba814f9b4d12151859f4015,Santosh Devi,santosh.vol53@gmail.com,+91 7417622569,motorcycle,Hubli,false,23,4.7,2026-03-19T19:04:05.382Z
7461dbcbda5f20f1fe0d56f6,3e11cab4837b35220eeca3e3,Satish Pai,satish.vol54@gmail.com,+91 7899755460,car,Mysore,true,1,4.3,2026-02-26T00:56:04.092Z
